,ID,hatzvara_quality,in_building_quality,staying,Identification,profession,number_of_buildings,geo_buildings,geo_buildings_new,geo_buildings_assessment_summary
1744,TZ1744,medium,high,6_t0_10,סולומון,נגר,2,"['POLYGON ((34.7669583 32.070088, 34.7668924 32.0699984, 34.7670667 32.0699065, 34.7671325 32.0699961, 34.7669583 32.070088))', 'POLYGON ((34.7670038 32.0702537, 34.7669468 32.070172, 34.7670225 32.0701341, 34.7670795 32.0702158, 34.7670038 32.0702537))']","[['POLYGON ((34.7669583 32.070088, 34.7668924 32.0699984, 34.7670667 32.0699065, 34.7671325 32.0699961, 34.7669583 32.070088))', 'unknown'], ['POLYGON ((34.7670038 32.0702537, 34.7669468 32.070172, 34.7670225 32.0701341, 34.7670795 32.0702158, 34.7670038 32.0702537))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1745,TZ1745,low,high,1_to_3,סולומון,חינוך,1,"['POLYGON ((34.7669607 32.0752996, 34.766954 32.0754177, 34.7670626 32.0754109, 34.7670841 32.0752098, 34.7670371 32.0752132, 34.7669607 32.0752996))']","[['POLYGON ((34.7669607 32.0752996, 34.766954 32.0754177, 34.7670626 32.0754109, 34.7670841 32.0752098, 34.7670371 32.0752132, 34.7669607 32.0752996))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1746,TZ1746,low,high,3_to_6,אבוטבול,עובד ציבור,1,"['POLYGON ((34.7670576 32.0630625, 34.7669371 32.0630173, 34.7669883 32.0629192, 34.7671088 32.0629644, 34.7670576 32.0630625))']","[['POLYGON ((34.7670576 32.0630625, 34.7669371 32.0630173, 34.7669883 32.0629192, 34.7671088 32.0629644, 34.7670576 32.0630625))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1747,TZ1747,medium,medium,6_t0_10,גרדה,מלצר,1,"['POLYGON ((34.7672103 32.0773789, 34.7672384 32.0774569, 34.7671072 32.0774907, 34.767116 32.0775152, 34.7669665 32.0775722, 34.7669406 32.0775774, 34.7669168 32.077574, 34.7668973 32.0775627, 34.7667914 32.0774869, 34.7672103 32.0773789))']","[['POLYGON ((34.7672103 32.0773789, 34.7672384 32.0774569, 34.7671072 32.0774907, 34.767116 32.0775152, 34.7669665 32.0775722, 34.7669406 32.0775774, 34.7669168 32.077574, 34.7668973 32.0775627, 34.7667914 32.0774869, 34.7672103 32.0773789))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1748,TZ1748,high,high,6_t0_10,אבוטבול,עובד ציבור,1,"['POLYGON ((34.7669977 32.0438513, 34.7671891 32.0437684, 34.7670591 32.0435528, 34.7668677 32.0436357, 34.7669977 32.0438513))']","[['POLYGON ((34.7669977 32.0438513, 34.7671891 32.0437684, 34.7670591 32.0435528, 34.7668677 32.0436357, 34.7669977 32.0438513))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1749,TZ1749,medium,medium,10+,גרדה,מלצר,1,"['POLYGON ((34.7671428 32.0724096, 34.7670521 32.0722031, 34.76692 32.0722447, 34.7670107 32.0724513, 34.7671428 32.0724096))']","[['POLYGON ((34.7671428 32.0724096, 34.7670521 32.0722031, 34.76692 32.0722447, 34.7670107 32.0724513, 34.7671428 32.0724096))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1750,TZ1750,medium,high,6_t0_10,גרדה,הייטק,3,"['POLYGON ((34.7670175 32.0684, 34.7669631 32.0683285, 34.7670544 32.0682785, 34.7671089 32.06835, 34.7670175 32.0684))', 'POLYGON ((34.7669766 32.0693148, 34.7668987 32.069212, 34.7670967 32.0691043, 34.7671746 32.0692071, 34.7669766 32.0693148))', 'POLYGON ((34.7669469 32.0568245, 34.766946 32.0567553, 34.7671269 32.0567536, 34.7671278 32.0568228, 34.7669469 32.0568245))']","[['POLYGON ((34.7670175 32.0684, 34.7669631 32.0683285, 34.7670544 32.0682785, 34.7671089 32.06835, 34.7670175 32.0684))', 'unknown'], ['POLYGON ((34.7669766 32.0693148, 34.7668987 32.069212, 34.7670967 32.0691043, 34.7671746 32.0692071, 34.7669766 32.0693148))', 'unknown'], ['POLYGON ((34.7669469 32.0568245, 34.766946 32.0567553, 34.7671269 32.0567536, 34.7671278 32.0568228, 34.7669469 32.0568245))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1751,TZ1751,low,low,3_to_6,אבוטבול,נגר,3,"['POLYGON ((34.767087 32.0628916, 34.7669366 32.0628541, 34.7669918 32.0626951, 34.7671422 32.0627325, 34.767087 32.0628916))', 'POLYGON ((34.7670643 32.0609922, 34.7670506 32.0610139, 34.7670158 32.0609982, 34.7670295 32.0609765, 34.7670643 32.0609922))', 'POLYGON ((34.7669159 32.0389457, 34.7672056 32.038927, 34.767181 32.0386538, 34.7668913 32.0386725, 34.7669159 32.0389457))']","[['POLYGON ((34.767087 32.0628916, 34.7669366 32.0628541, 34.7669918 32.0626951, 34.7671422 32.0627325, 34.767087 32.0628916))', 'unknown'], ['POLYGON ((34.7670643 32.0609922, 34.7670506 32.0610139, 34.7670158 32.0609982, 34.7670295 32.0609765, 34.7670643 32.0609922))', 'unknown'], ['POLYGON ((34.7669159 32.0389457, 34.7672056 32.038927, 34.767181 32.0386538, 34.7668913 32.0386725, 34.7669159 32.0389457))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1752,TZ1752,low,high,6_t0_10,כהן,חינוך,1,"['POLYGON ((34.766998 32.0694851, 34.7669356 32.0694015, 34.7671007 32.0693129, 34.7671632 32.0693965, 34.766998 32.0694851))']","[['POLYGON ((34.766998 32.0694851, 34.7669356 32.0694015, 34.7671007 32.0693129, 34.7671632 32.0693965, 34.766998 32.0694851))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1753,TZ1753,low,low,6_t0_10,אבוטבול,עובד ציבור,3,"['POLYGON ((34.7670325 32.0641717, 34.7669336 32.0639546, 34.7670672 32.0639109, 34.7671661 32.0641279, 34.7670325 32.0641717))', 'POLYGON ((34.7671385 32.0679186, 34.7668774 32.0675913, 34.7669959 32.0675234, 34.7671844 32.0677598, 34.7671358 32.0677877, 34.7672083 32.0678786, 34.7671385 32.0679186))', 'POLYGON ((34.7670645 32.0750222, 34.7669448 32.0749017, 34.7670369 32.0748361, 34.7671566 32.0749566, 34.7670645 32.0750222))']","[['POLYGON ((34.7670325 32.0641717, 34.7669336 32.0639546, 34.7670672 32.0639109, 34.7671661 32.0641279, 34.7670325 32.0641717))', 'unknown'], ['POLYGON ((34.7671385 32.0679186, 34.7668774 32.0675913, 34.7669959 32.0675234, 34.7671844 32.0677598, 34.7671358 32.0677877, 34.7672083 32.0678786, 34.7671385 32.0679186))', 'unknown'], ['POLYGON ((34.7670645 32.0750222, 34.7669448 32.0749017, 34.7670369 32.0748361, 34.7671566 32.0749566, 34.7670645 32.0750222))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1754,TZ1754,high,high,10+,סולומון,חינוך,3,"['POLYGON ((34.7671268 32.0586913, 34.7670012 32.0586969, 34.7669949 32.0585955, 34.7671222 32.0586173, 34.7671268 32.0586913))', 'POLYGON ((34.7670561 32.0654118, 34.7669785 32.0653336, 34.7670718 32.0652671, 34.7671495 32.0653453, 34.7670561 32.0654118))', 'POLYGON ((34.767055 32.072143, 34.7671667 32.0721067, 34.7670732 32.0719001, 34.7669614 32.0719364, 34.767055 32.072143))']","[['POLYGON ((34.7671268 32.0586913, 34.7670012 32.0586969, 34.7669949 32.0585955, 34.7671222 32.0586173, 34.7671268 32.0586913))', 'unknown'], ['POLYGON ((34.7670561 32.0654118, 34.7669785 32.0653336, 34.7670718 32.0652671, 34.7671495 32.0653453, 34.7670561 32.0654118))', 'unknown'], ['POLYGON ((34.767055 32.072143, 34.7671667 32.0721067, 34.7670732 32.0719001, 34.7669614 32.0719364, 34.767055 32.072143))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1755,TZ1755,high,low,10+,גרדה,הייטק,3,"['POLYGON ((34.766915 32.0745444, 34.7670568 32.0746939, 34.7672217 32.0745816, 34.76708 32.0744321, 34.766915 32.0745444))', 'POLYGON ((34.7670601 32.0608209, 34.7670909 32.060835, 34.7670946 32.0608291, 34.7671003 32.0608271, 34.7671072 32.0608273, 34.7671161 32.0608313, 34.7671195 32.0608354, 34.7671203 32.0608409, 34.7671165 32.060847, 34.7671469 32.0608608, 34.767143 32.060867, 34.7670757 32.0609742, 34.7670281 32.0609527, 34.7669879 32.0609343, 34.7670601 32.0608209))', 'POLYGON ((34.7669277 32.0619374, 34.7669701 32.0618419, 34.7669814 32.0618309, 34.7669917 32.0618274, 34.7670066 32.061829, 34.7672011 32.0618643, 34.7671839 32.061942, 34.767141 32.0620147, 34.7670239 32.0619722, 34.7669277 32.0619374))']","[['POLYGON ((34.766915 32.0745444, 34.7670568 32.0746939, 34.7672217 32.0745816, 34.76708 32.0744321, 34.766915 32.0745444))', 'unknown'], ['POLYGON ((34.7670601 32.0608209, 34.7670909 32.060835, 34.7670946 32.0608291, 34.7671003 32.0608271, 34.7671072 32.0608273, 34.7671161 32.0608313, 34.7671195 32.0608354, 34.7671203 32.0608409, 34.7671165 32.060847, 34.7671469 32.0608608, 34.767143 32.060867, 34.7670757 32.0609742, 34.7670281 32.0609527, 34.7669879 32.0609343, 34.7670601 32.0608209))', 'unknown'], ['POLYGON ((34.7669277 32.0619374, 34.7669701 32.0618419, 34.7669814 32.0618309, 34.7669917 32.0618274, 34.7670066 32.061829, 34.7672011 32.0618643, 34.7671839 32.061942, 34.767141 32.0620147, 34.7670239 32.0619722, 34.7669277 32.0619374))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1756,TZ1756,medium,high,6_t0_10,אבוטבול,נהג,1,"['POLYGON ((34.7668782 32.0493626, 34.7668208 32.0492058, 34.7671833 32.0491105, 34.767286 32.0493907, 34.7670697 32.0494476, 34.7670245 32.0493241, 34.7668782 32.0493626))']","[['POLYGON ((34.7668782 32.0493626, 34.7668208 32.0492058, 34.7671833 32.0491105, 34.767286 32.0493907, 34.7670697 32.0494476, 34.7670245 32.0493241, 34.7668782 32.0493626))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1757,TZ1757,medium,low,0_to_1,סולומון,מלצר,3,"['POLYGON ((34.767058 32.0697905, 34.7670175 32.0697346, 34.7670831 32.0697004, 34.7671237 32.0697562, 34.767058 32.0697905))', 'POLYGON ((34.7671287 32.0714656, 34.7669756 32.0715184, 34.7670141 32.0715985, 34.7671672 32.0715456, 34.7671287 32.0714656))', 'POLYGON ((34.7671238 32.0626966, 34.7669934 32.0626598, 34.7670224 32.0625861, 34.7671528 32.0626229, 34.7671238 32.0626966))']","[['POLYGON ((34.767058 32.0697905, 34.7670175 32.0697346, 34.7670831 32.0697004, 34.7671237 32.0697562, 34.767058 32.0697905))', 'unknown'], ['POLYGON ((34.7671287 32.0714656, 34.7669756 32.0715184, 34.7670141 32.0715985, 34.7671672 32.0715456, 34.7671287 32.0714656))', 'unknown'], ['POLYGON ((34.7671238 32.0626966, 34.7669934 32.0626598, 34.7670224 32.0625861, 34.7671528 32.0626229, 34.7671238 32.0626966))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1758,TZ1758,low,medium,6_t0_10,סולומון,הייטק,1,"['POLYGON ((34.7670284 32.0681352, 34.7669832 32.0680771, 34.767118 32.0680017, 34.7671632 32.0680598, 34.7670284 32.0681352))']","[['POLYGON ((34.7670284 32.0681352, 34.7669832 32.0680771, 34.767118 32.0680017, 34.7671632 32.0680598, 34.7670284 32.0681352))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1759,TZ1759,low,low,0_to_1,כהן,נהג,2,"['POLYGON ((34.7669668 32.053417, 34.7669171 32.0532578, 34.7671848 32.0531979, 34.7672344 32.053357, 34.7669668 32.053417))', 'POLYGON ((34.7668372 32.065079, 34.7672983 32.0649394, 34.767302 32.0649481, 34.7673199 32.0649907, 34.7672128 32.065023, 34.7668588 32.0651302, 34.7668372 32.065079))']","[['POLYGON ((34.7669668 32.053417, 34.7669171 32.0532578, 34.7671848 32.0531979, 34.7672344 32.053357, 34.7669668 32.053417))', 'unknown'], ['POLYGON ((34.7668372 32.065079, 34.7672983 32.0649394, 34.767302 32.0649481, 34.7673199 32.0649907, 34.7672128 32.065023, 34.7668588 32.0651302, 34.7668372 32.065079))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1760,TZ1760,high,medium,10+,סולומון,עובד ציבור,1,"['POLYGON ((34.767066 32.0633729, 34.7670486 32.0633527, 34.7670927 32.0633254, 34.7671101 32.0633457, 34.767066 32.0633729))']","[['POLYGON ((34.767066 32.0633729, 34.7670486 32.0633527, 34.7670927 32.0633254, 34.7671101 32.0633457, 34.767066 32.0633729))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1761,TZ1761,medium,low,3_to_6,גרדה,רופא,3,"['POLYGON ((34.7670897 32.0660631, 34.7669907 32.0659592, 34.7670719 32.0659036, 34.7671709 32.0660075, 34.7670897 32.0660631))', 'POLYGON ((34.7670178 32.0569792, 34.7670162 32.0568695, 34.7671452 32.0568682, 34.7671468 32.0569779, 34.7670178 32.0569792))', 'POLYGON ((34.7669348 32.0420807, 34.766883 32.0419506, 34.7670069 32.0419152, 34.7669526 32.0417787, 34.7672366 32.0416976, 34.7672947 32.041844, 34.7671205 32.0418937, 34.7671683 32.042014, 34.7669348 32.0420807))']","[['POLYGON ((34.7670897 32.0660631, 34.7669907 32.0659592, 34.7670719 32.0659036, 34.7671709 32.0660075, 34.7670897 32.0660631))', 'unknown'], ['POLYGON ((34.7670178 32.0569792, 34.7670162 32.0568695, 34.7671452 32.0568682, 34.7671468 32.0569779, 34.7670178 32.0569792))', 'unknown'], ['POLYGON ((34.7669348 32.0420807, 34.766883 32.0419506, 34.7670069 32.0419152, 34.7669526 32.0417787, 34.7672366 32.0416976, 34.7672947 32.041844, 34.7671205 32.0418937, 34.7671683 32.042014, 34.7669348 32.0420807))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1762,TZ1762,low,high,3_to_6,אבוטבול,נגר,2,"['POLYGON ((34.7671097 32.0758833, 34.7669956 32.0759099, 34.7670579 32.076102, 34.767172 32.0760755, 34.7671097 32.0758833))', 'POLYGON ((34.7670252 32.0588498, 34.7671358 32.0588452, 34.7671518 32.0588442, 34.7671468 32.0587636, 34.7670199 32.0587695, 34.7670252 32.0588498))']","[['POLYGON ((34.7671097 32.0758833, 34.7669956 32.0759099, 34.7670579 32.076102, 34.767172 32.0760755, 34.7671097 32.0758833))', 'unknown'], ['POLYGON ((34.7670252 32.0588498, 34.7671358 32.0588452, 34.7671518 32.0588442, 34.7671468 32.0587636, 34.7670199 32.0587695, 34.7670252 32.0588498))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1763,TZ1763,high,medium,1_to_3,גרדה,נהג,3,"['POLYGON ((34.767043 32.0739377, 34.7672225 32.073887, 34.7671374 32.0736708, 34.766958 32.0737215, 34.767043 32.0739377))', 'POLYGON ((34.7670999 32.0696392, 34.7670176 32.0695216, 34.7670849 32.0694878, 34.7671672 32.0696054, 34.7670999 32.0696392))', 'POLYGON ((34.7669632 32.0425182, 34.7669124 32.0423881, 34.7670429 32.0423516, 34.7669937 32.0422255, 34.7672212 32.0421618, 34.7672732 32.0422952, 34.7671497 32.0423298, 34.7671975 32.0424526, 34.7669632 32.0425182))']","[['POLYGON ((34.767043 32.0739377, 34.7672225 32.073887, 34.7671374 32.0736708, 34.766958 32.0737215, 34.767043 32.0739377))', 'unknown'], ['POLYGON ((34.7670999 32.0696392, 34.7670176 32.0695216, 34.7670849 32.0694878, 34.7671672 32.0696054, 34.7670999 32.0696392))', 'unknown'], ['POLYGON ((34.7669632 32.0425182, 34.7669124 32.0423881, 34.7670429 32.0423516, 34.7669937 32.0422255, 34.7672212 32.0421618, 34.7672732 32.0422952, 34.7671497 32.0423298, 34.7671975 32.0424526, 34.7669632 32.0425182))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1764,TZ1764,high,medium,6_t0_10,סולומון,נגר,3,"['POLYGON ((34.7670518 32.0631871, 34.7670107 32.0632681, 34.7671262 32.0633177, 34.7671678 32.0632414, 34.7671858 32.0632185, 34.7671369 32.0631902, 34.7671166 32.0632153, 34.7670518 32.0631871))', 'POLYGON ((34.7670976 32.0638741, 34.7670436 32.0637451, 34.7670074 32.063756, 34.7669759 32.0636808, 34.7671249 32.063636, 34.7672104 32.0638402, 34.7670976 32.0638741))', 'POLYGON ((34.7671101 32.0613061, 34.7670976 32.0613078, 34.7670882 32.0613048, 34.7669935 32.0612635, 34.7670262 32.0612098, 34.7670588 32.0612241, 34.7670931 32.0611681, 34.7670606 32.0611538, 34.7670967 32.0610945, 34.7671982 32.0611386, 34.7672032 32.0611454, 34.7672055 32.0611527, 34.7672031 32.061162, 34.7671199 32.0612977, 34.7671101 32.0613061))']","[['POLYGON ((34.7670518 32.0631871, 34.7670107 32.0632681, 34.7671262 32.0633177, 34.7671678 32.0632414, 34.7671858 32.0632185, 34.7671369 32.0631902, 34.7671166 32.0632153, 34.7670518 32.0631871))', 'unknown'], ['POLYGON ((34.7670976 32.0638741, 34.7670436 32.0637451, 34.7670074 32.063756, 34.7669759 32.0636808, 34.7671249 32.063636, 34.7672104 32.0638402, 34.7670976 32.0638741))', 'unknown'], ['POLYGON ((34.7671101 32.0613061, 34.7670976 32.0613078, 34.7670882 32.0613048, 34.7669935 32.0612635, 34.7670262 32.0612098, 34.7670588 32.0612241, 34.7670931 32.0611681, 34.7670606 32.0611538, 34.7670967 32.0610945, 34.7671982 32.0611386, 34.7672032 32.0611454, 34.7672055 32.0611527, 34.7672031 32.061162, 34.7671199 32.0612977, 34.7671101 32.0613061))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1765,TZ1765,high,low,1_to_3,מימון,נגר,2,"['POLYGON ((34.7671114 32.070786, 34.7670241 32.0708118, 34.7671064 32.0710112, 34.7671936 32.0709854, 34.7671114 32.070786))', 'POLYGON ((34.7671373 32.0658142, 34.7669936 32.065673, 34.767081 32.0656092, 34.7672247 32.0657504, 34.7671373 32.0658142))']","[['POLYGON ((34.7671114 32.070786, 34.7670241 32.0708118, 34.7671064 32.0710112, 34.7671936 32.0709854, 34.7671114 32.070786))', 'unknown'], ['POLYGON ((34.7671373 32.0658142, 34.7669936 32.065673, 34.767081 32.0656092, 34.7672247 32.0657504, 34.7671373 32.0658142))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
1766,TZ1766,low,medium,3_to_6,לוי,נהג,3,"['POLYGON ((34.7671283 32.0690448, 34.7669955 32.0688781, 34.7670908 32.0688236, 34.7672236 32.0689903, 34.7671283 32.0690448))', 'POLYGON ((34.767096 32.0666318, 34.767 32.0665447, 34.7671261 32.0664448, 34.7672221 32.0665319, 34.767096 32.0666318))', 'POLYGON ((34.7669954 32.071665, 34.7670407 32.0717753, 34.7672363 32.0717176, 34.767191 32.0716073, 34.7669954 32.071665))']","[['POLYGON ((34.7671283 32.0690448, 34.7669955 32.0688781, 34.7670908 32.0688236, 34.7672236 32.0689903, 34.7671283 32.0690448))', 'unknown'], ['POLYGON ((34.767096 32.0666318, 34.767 32.0665447, 34.7671261 32.0664448, 34.7672221 32.0665319, 34.767096 32.0666318))', 'unknown'], ['POLYGON ((34.7669954 32.071665, 34.7670407 32.0717753, 34.7672363 32.0717176, 34.767191 32.0716073, 34.7669954 32.071665))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1767,TZ1767,low,low,0_to_1,סולומון,מלצר,3,"['POLYGON ((34.7671166 32.0632153, 34.7670518 32.0631871, 34.7671084 32.0630832, 34.7671643 32.0631051, 34.7671956 32.0631176, 34.7671166 32.0632153))', 'POLYGON ((34.7670254 32.0740311, 34.7671217 32.0742587, 34.7672161 32.07423, 34.7671199 32.0740024, 34.7670254 32.0740311))', 'POLYGON ((34.76711 32.066362, 34.7670165 32.0662719, 34.7671422 32.0661782, 34.7672358 32.0662683, 34.76711 32.066362))']","[['POLYGON ((34.7671166 32.0632153, 34.7670518 32.0631871, 34.7671084 32.0630832, 34.7671643 32.0631051, 34.7671956 32.0631176, 34.7671166 32.0632153))', 'unknown'], ['POLYGON ((34.7670254 32.0740311, 34.7671217 32.0742587, 34.7672161 32.07423, 34.7671199 32.0740024, 34.7670254 32.0740311))', 'unknown'], ['POLYGON ((34.76711 32.066362, 34.7670165 32.0662719, 34.7671422 32.0661782, 34.7672358 32.0662683, 34.76711 32.066362))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1768,TZ1768,low,medium,6_t0_10,כהן,הייטק,3,"['POLYGON ((34.7670235 32.0426864, 34.7672727 32.0426143, 34.7672294 32.0425068, 34.7669802 32.0425789, 34.7670235 32.0426864))', 'POLYGON ((34.7671696 32.0626061, 34.767027 32.0625629, 34.7670931 32.0624063, 34.7672357 32.0624495, 34.7671696 32.0626061))', 'POLYGON ((34.7671679 32.0603552, 34.7670655 32.0603167, 34.767111 32.06023, 34.7672134 32.0602686, 34.7671679 32.0603552))']","[['POLYGON ((34.7670235 32.0426864, 34.7672727 32.0426143, 34.7672294 32.0425068, 34.7669802 32.0425789, 34.7670235 32.0426864))', 'unknown'], ['POLYGON ((34.7671696 32.0626061, 34.767027 32.0625629, 34.7670931 32.0624063, 34.7672357 32.0624495, 34.7671696 32.0626061))', 'unknown'], ['POLYGON ((34.7671679 32.0603552, 34.7670655 32.0603167, 34.767111 32.06023, 34.7672134 32.0602686, 34.7671679 32.0603552))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1769,TZ1769,low,high,10+,כהן,רופא,3,"['POLYGON ((34.7670337 32.0725961, 34.7671103 32.0727835, 34.767255 32.072741, 34.7671784 32.0725537, 34.7670337 32.0725961))', 'POLYGON ((34.7670676 32.0609872, 34.7670757 32.0609742, 34.767143 32.060867, 34.7672242 32.0609036, 34.7671813 32.060973, 34.7671497 32.0610242, 34.7670676 32.0609872))', 'POLYGON ((34.7671334 32.0610506, 34.767146 32.0610302, 34.7671662 32.0610389, 34.7671702 32.0610406, 34.7671578 32.0610611, 34.7671334 32.0610506))']","[['POLYGON ((34.7670337 32.0725961, 34.7671103 32.0727835, 34.767255 32.072741, 34.7671784 32.0725537, 34.7670337 32.0725961))', 'unknown'], ['POLYGON ((34.7670676 32.0609872, 34.7670757 32.0609742, 34.767143 32.060867, 34.7672242 32.0609036, 34.7671813 32.060973, 34.7671497 32.0610242, 34.7670676 32.0609872))', 'unknown'], ['POLYGON ((34.7671334 32.0610506, 34.767146 32.0610302, 34.7671662 32.0610389, 34.7671702 32.0610406, 34.7671578 32.0610611, 34.7671334 32.0610506))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
1770,TZ1770,medium,low,6_t0_10,גרדה,הייטק,1,"['POLYGON ((34.7671383 32.0681948, 34.767084 32.0681229, 34.7671679 32.0680774, 34.7672222 32.0681494, 34.7671383 32.0681948))']","[['POLYGON ((34.7671383 32.0681948, 34.767084 32.0681229, 34.7671679 32.0680774, 34.7672222 32.0681494, 34.7671383 32.0681948))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
1771,TZ1771,medium,medium,0_to_1,אבוטבול,מלצר,1,"['POLYGON ((34.7670995 32.0439855, 34.7672747 32.0439088, 34.7672092 32.0438011, 34.7670339 32.0438778, 34.7670995 32.0439855))']","[['POLYGON ((34.7670995 32.0439855, 34.7672747 32.0439088, 34.7672092 32.0438011, 34.7670339 32.0438778, 34.7670995 32.0439855))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
